id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
331352,Central Oslo,1689500,Trond,,St. Hanshaugen,59.91484,10.75308,Private room,1175,5,0,,,1,0
360702,"Stylish, spacious, & clean loft",1823958,Marie & Erlend,,Grünerløkka,59.93113,10.77329,Entire home/apt,1546,7,9,2015-07-23,0.11,1,83
360902,Cozy/small studio near metrostation Majorstua/Oslo,1824435,Goga,,Frogner,59.932,10.7119,Entire home/apt,665,1,28,2018-12-02,1.34,5,243
361904,Room for rent in large aptmt Oslo,1717013,Ebbe,,Frogner,59.91787,10.69012,Private room,1460,2,4,2017-05-15,0.07,1,179
376678,"Best Oslo location - Karl Johan, OsloMet, Schrøder",1893750,Berit,,St. Hanshaugen,59.91944,10.74009,Private room,406,1,101,2018-11-23,2.28,1,281
386879,OSLO'S NICEST APARTMENT WITH ROOF TERRACE,1935720,Ida,,Grünerløkka,59.92033,10.74902,Entire home/apt,518,7,47,2018-12-15,0.56,1,45
397657,Charming apartment in central Oslo,1986686,Hanne,,Grünerløkka,59.92595,10.75105,Entire home/apt,648,3,15,2018-08-02,0.34,1,47
400913,Room in FAM. HOUSE - IDEAL LOCATION,2000939,Hilde,,Vestre Aker,59.95905,10.69547,Private room,752,2,23,2015-08-18,0.28,7,0
405953,Wonderful central loft apartment,2023264,Marius,,Grünerløkka,59.92159,10.76968,Entire home/apt,1503,3,7,2018-12-31,0.37,1,16
408359,Cozy and Colorful at Grünerløkka,1976674,Hanne,,Grünerløkka,59.92684,10.76483,Entire home/apt,847,3,67,2018-12-30,0.96,1,21
413431,"Trendy & super central, Grünerløkka",2056354,Audhild,,Grünerløkka,59.92619,10.76101,Entire home/apt,752,5,6,2013-07-13,0.07,1,169
422607,Lovely Apt w garden in city centre,802516,Nadia,,Sagene,59.93014,10.75243,Entire home/apt,596,3,0,,,1,0
430022,Cosy flat in central Oslo,2137599,Hilde,,Sagene,59.93824,10.75888,Entire home/apt,717,2,24,2013-08-06,0.29,4,0
444639,Big cozy room in the heart of Oslo!,2209511,A,,Frogner,59.9153,10.72279,Private room,536,1,22,2018-10-22,1.07,3,365
450026,Günerløkkas vakreste loftsleilighet,2235149,Elisabeth,,Grünerløkka,59.91964,10.76284,Private room,1728,5,0,,,2,365
462347,Spacious MIDDLE of Oslo with balcony!,2230037,Paul,,St. Hanshaugen,59.91863,10.74656,Entire home/apt,1097,3,0,,,1,0
465035,Cosy and spacious in central Oslo,2137599,Hilde,,Sagene,59.9385,10.75931,Entire home/apt,1175,2,62,2016-07-28,0.77,4,0
486450,"Grünerløkka. Modern 2 bedrooms, top floor apt.",2404408,Anders,,Grünerløkka,59.91953,10.76054,Entire home/apt,1175,2,9,2017-08-27,0.16,1,0
500008,"10 min to Oslo Central Station, Garden Fjord view",2381047,Volkolas,,Nordstrand,59.88569,10.7698,Entire home/apt,873,2,71,2018-09-16,0.89,1,72
504052,Bright apartment with amazing view!,1525664,Magnus,,Sagene,59.93243,10.76889,Entire home/apt,406,2,2,2017-01-01,0.03,1,7
536417,Unique loft in the heart of Oslo,226563,Rolf Arne,,Grünerløkka,59.92206,10.75576,Private room,1503,2,11,2015-08-14,0.14,1,365
542452,"Urban, bright and central with quiet room",2659479,Camilla & Simon,,Grünerløkka,59.91922,10.75423,Private room,475,1,89,2018-05-31,3.26,1,0
563916,In the very heart of Oslo #2,722814,Hilde,,Frogner,59.92115,10.73073,Private room,432,2,30,2019-01-31,0.37,2,213
565671,Light and spacious apartment,479141,Lisa-Mari,,Grünerløkka,59.92877,10.77491,Entire home/apt,847,2,4,2014-01-04,0.06,1,0
567731,"Lovely loft central, near metro and uni",2793327,Rein,,Vestre Aker,59.93814,10.70114,Private room,484,2,105,2018-09-04,1.31,2,167
580690,A home with a view,2857446,Mailen,,Nordstrand,59.88321,10.78977,Entire home/apt,1002,7,0,,,1,208
584874,Nice and cozy 1BR central apartment,2875796,Eli,,Grünerløkka,59.9236,10.75624,Entire home/apt,803,3,19,2014-06-18,0.24,1,0
588353,Beste stedet å bo i Oslo sentrum!,210068,Trude Rebekka,,Grünerløkka,59.92159,10.76946,Entire home/apt,302,2,468,2019-02-07,5.89,4,214
588444,"Great location, central and clean!",2902396,Tore,,Gamle Oslo,59.91652,10.76659,Private room,1002,89,0,,,2,365
590834,"Nice apartment, close to tram, bus and train",2914938,Bent,,Nordre Aker,59.96322,10.77838,Entire home/apt,587,7,6,2019-01-13,0.08,1,89
613873,Loft in a stable,1272535,Elin,,Grünerløkka,59.92205,10.75887,Entire home/apt,1296,1,12,2018-08-03,0.17,1,364
620869,Cozy room for 1 or 2 in bright apt.,2615916,Ingve,,Grünerløkka,59.93231,10.79181,Private room,337,2,90,2018-10-27,1.64,1,1
631469,Perfect for sightseeing in the heart of Oslo,3105737,Miria,,St. Hanshaugen,59.92198,10.73713,Entire home/apt,803,2,10,2018-06-17,0.13,2,265
634884,"Central, Clean, Chic, Cozy & WIFI",3162475,Merete,,Gamle Oslo,59.91385,10.76332,Private room,484,1,258,2018-11-03,3.25,2,72
636302,Central charming appartment,3171427,Liz,,Nordstrand,59.87946,10.77509,Entire home/apt,916,3,1,2018-08-20,0.16,2,5
644353,In the heart of Oslo I,3231534,Astrid,,St. Hanshaugen,59.92024,10.74194,Private room,553,2,127,2018-09-21,2.74,2,302
664642,Spacious 4 bedroom (5/6 beds) flat in central Oslo,1875826,David,,St. Hanshaugen,59.92321,10.74085,Entire home/apt,933,1,139,2019-02-03,1.80,2,306
672181,Nice apartment in Grünerløkka.,677622,Espen,,Grünerløkka,59.9201,10.76839,Entire home/apt,553,1,1,2015-08-18,0.02,1,0
688070,Oslo City - I ONLY ACCEPT WOMEN!,3512619,Marita H,,Gamle Oslo,59.91265,10.75837,Private room,346,2,95,2019-02-13,5.71,1,248
688740,Sleep next door to Munch museum and Øya festivalen,3516606,Vedrana,,Gamle Oslo,59.91449,10.77422,Entire home/apt,553,5,1,2016-08-16,0.03,1,0
689773,Room in big apt w/view -near City,3523705,Monica,,Vestre Aker,59.96821,10.64976,Private room,4389,68,27,2016-06-19,0.35,2,322
707856,Great flat close to central station,3639651,Eirik,,Gamle Oslo,59.91124,10.76452,Entire home/apt,674,10,16,2017-03-16,0.38,1,0
708213,The Marshmallow-flat / perfect area,995679,Martine,,Grünerløkka,59.92753,10.75742,Entire home/apt,959,2,36,2017-10-30,0.48,1,365
740334,Apartment with kitchenette in Oslo,3869297,Booking,,Grünerløkka,59.92764,10.76765,Private room,397,1,10,2016-03-15,0.15,2,361
749061,Nice apartment near Bislett Stadium,3935697,Torbjørn,,St. Hanshaugen,59.92147,10.7358,Entire home/apt,847,2,8,2017-08-22,0.15,1,0
756015,Charming & peaceful 2-rooms w/balc,3978663,Ruth,,Frogner,59.91033,10.70787,Entire home/apt,847,3,3,2016-08-26,0.09,1,0
758848,Central and Stylish apt by the sea!,3106784,Hung,,Gamle Oslo,59.90398,10.75616,Entire home/apt,1071,2,164,2019-02-03,2.16,1,310
760266,Very central room with  2 bikes,3996622,Gung,,Gamle Oslo,59.91249,10.75917,Private room,501,2,543,2019-01-14,7.22,1,51
760572,Studio next to park in Oslo centre,4009369,Francisco,,St. Hanshaugen,59.92569,10.74516,Entire home/apt,803,2,35,2019-02-04,0.48,1,35
761018,Lovely bedroom in beautiful area.,4011871,Mona Johanne,,Frogner,59.91821,10.71379,Private room,363,1,713,2019-02-03,9.47,1,275
762160,Fresh and comfortable Grünerløkka,4017463,Tiril,,Grünerløkka,59.92561,10.75912,Entire home/apt,1296,1,1,2015-05-30,0.02,1,0
768359,AFFORDABLE+CENTRAL+EMBASSY AREA,4053428,Tish,,Frogner,59.91963,10.7004,Entire home/apt,596,7,2,2017-01-05,0.03,1,0
770824,Summer holiday in Oslo?,4020975,Guro,,St. Hanshaugen,59.91695,10.74858,Entire home/apt,691,2,27,2016-02-28,0.36,1,0
773722,Oslo City Apt in the heart of Oslo,1386261,Gangadai,,Gamle Oslo,59.9126,10.76531,Entire home/apt,2436,1,26,2018-08-24,0.34,2,347
773750,Big 3 bed apt,3523705,Monica,,Vestre Aker,59.96925,10.64883,Entire home/apt,4881,68,9,2016-03-08,0.12,2,365
781090,Oslo sentrum greate apartment,3809517,Linn,,Gamle Oslo,59.90738,10.77459,Entire home/apt,847,7,2,2018-08-22,0.26,1,365
789864,"""Heart of Oslo"" by the Opera House.",3854740,Torbjørn,,Gamle Oslo,59.90718,10.75899,Entire home/apt,717,30,20,2018-12-09,0.27,1,318
794891,"Nice central apartment,good value!",699826,Lourdes Fabiola,,Frogner,59.91874,10.71767,Entire home/apt,596,4,2,2014-06-04,0.03,1,0
815759,Attractiv apt in central Oslo!,189712,Jayce,,Frogner,59.91698,10.70767,Private room,501,2,1,2016-04-25,0.03,3,363
823423,Brm @ scenic apt. in Holmenkollen,4326175,Ole Christian,,Vestre Aker,59.95339,10.66712,Private room,389,3,19,2016-03-15,0.26,1,0
823578,Bright apt. close to bus/ tram !,903695,Cici,,Sagene,59.93565,10.76562,Entire home/apt,518,2,9,2017-11-30,0.13,1,76
865338,Cosy and quiet room in  central in Embassy Area,1535881,Therese,,Frogner,59.91784,10.69488,Private room,397,4,11,2018-11-02,0.17,5,322
869173,Bright 70 m2 flat with a great view,4578764,Tove,,St. Hanshaugen,59.9218,10.7468,Entire home/apt,959,1,5,2017-05-30,0.11,1,362
896093,Sunny home in the heart of Oslo,3105737,Miria,,St. Hanshaugen,59.92178,10.73796,Entire home/apt,562,7,10,2018-12-16,0.17,2,206
917797,Luxurious 2 Bedroom in Oslo's Finest Location,4922112,Eric Christian King,,Frogner,59.9236,10.70649,Entire home/apt,1097,7,2,2014-09-01,0.04,2,220
921279,"CENTRAL, IDYLLIC, BRIGHT 1 BRM APT",4515346,Arild & Trine,,St. Hanshaugen,59.92532,10.73752,Entire home/apt,587,14,76,2018-10-02,1.06,1,125
927847,Fresh CONDO with 2 comfy doublebeds near OPERA,4580330,Ole,,Gamle Oslo,59.9027,10.75527,Entire home/apt,1495,2,32,2018-12-10,0.47,2,29
935011,Apartment in the center of Oslo!,1876004,Victoria,,Gamle Oslo,59.91644,10.76443,Entire home/apt,898,4,18,2019-02-09,0.42,1,96
960057,Central & high standard by Opera!,649104,Linda,,Gamle Oslo,59.90361,10.75615,Entire home/apt,1503,3,34,2018-12-22,0.58,1,270
961008,Balcony and view in central Oslo,5233619,Kari,,Gamle Oslo,59.91463,10.78159,Entire home/apt,648,4,9,2016-09-08,0.13,1,16
968437,Bright and modern in Grünerløkka!,5285882,Grethe,,Grünerløkka,59.92407,10.75596,Entire home/apt,847,3,23,2019-01-12,0.33,1,306
970425,"Lys og moderne, sentral",2235149,Elisabeth,,Grünerløkka,59.9314,10.77614,Entire home/apt,1210,3,1,2013-05-30,0.01,2,0
971063,Sunny & central design apartment,1805117,Mona,,St. Hanshaugen,59.92636,10.74796,Private room,397,1,29,2019-01-19,0.43,2,215
977648,SEAFRONT MODERN LUXURY IN OSLO!,1933196,Nils,,Frogner,59.90583,10.71821,Entire home/apt,1175,2,144,2019-01-02,2.03,1,287
981888,Beautiful room located at Majorstua,5377617,Stian,,Frogner,59.93339,10.71533,Private room,492,2,7,2015-01-01,0.10,3,365
1000801,Cheap & cheerful flat ,2669593,Adnan & Ingvild,,Nordstrand,59.88605,10.80395,Entire home/apt,553,30,34,2018-12-11,0.48,1,0
1010214,Private spacious room in Grunnerløkka!,2202709,Sangeeta,,Grünerløkka,59.91949,10.76032,Private room,631,3,68,2019-01-03,0.97,1,364
1036219,Oslo City Center - ENTIRE APARTMENT,5703901,John Richard And Hilde,,St. Hanshaugen,59.91729,10.74851,Entire home/apt,1348,1,26,2018-12-02,0.47,2,302
1037629,Private room in cozy apartment,5712157,Lovise,,St. Hanshaugen,59.92796,10.73566,Private room,449,2,23,2018-10-21,0.33,1,77
1045746,"Large private terrace,family friendly",5500343,Janette,,Sagene,59.94206,10.77465,Entire home/apt,1400,2,38,2018-08-15,0.55,1,47
1081428,"Cool apartment in ""hipster"" area",5947620,Stian,,Sagene,59.93078,10.7541,Entire home/apt,881,3,22,2016-08-25,0.32,1,259
1081475,Beautiful apartment in the heart of Oslo,5947906,Martin,,Frogner,59.92953,10.71904,Entire home/apt,950,2,0,,,1,0
1083432,Kidsfriendly and very central,5956740,Mari + David,,Frogner,59.91338,10.72545,Entire home/apt,1460,3,46,2019-01-02,1.02,1,89
1094917,LUXURY SEAFRONT APARTMENT OSLO,6015562,Thor,,Frogner,59.90885,10.72067,Entire home/apt,2998,6,0,,,1,0
1099257,Nice and cosy apartment in Oslo,5931765,Rikke,,Frogner,59.92023,10.70059,Entire home/apt,1598,1,4,2017-06-08,0.06,1,365
1116246,Spacious apartment in central Oslo,6078113,Marianne,,Gamle Oslo,59.91495,10.76669,Entire home/apt,950,2,0,,,1,0
1134022,House & large garden - Central station 14 minutes,6220833,Ole,,Nordre Aker,59.9405,10.72969,Entire home/apt,2402,3,4,2018-07-27,0.06,1,365
1137773,Cosy home with balcony close to Everything,6240806,Mari,,Sagene,59.93716,10.76031,Entire home/apt,665,7,28,2018-09-05,1.28,1,0
1149201,Great location. Sunlit. West End.,6282507,Woon,,St. Hanshaugen,59.93148,10.72629,Entire home/apt,1451,3,5,2015-09-14,0.07,2,362
1172254,"Central , safe and quiet , in Embassy area.",1535881,Therese,,Frogner,59.91952,10.69497,Private room,397,3,15,2018-09-12,0.22,5,64
1210911,Summer appartement Oslos best part,6611612,Jon,,Grünerløkka,59.92451,10.76411,Private room,803,1,154,2019-01-13,5.94,1,362
1212039,Fresh 2-room in central Oslo,5472084,Mathias,,Gamle Oslo,59.914,10.7672,Entire home/apt,683,3,33,2017-03-27,0.48,1,0
1215127,Sunny loft apart. Grunerløkka,2324123,Daniel,,Grünerløkka,59.92589,10.7558,Entire home/apt,1417,3,0,,,1,365
1215833,CENTRAL  downtown embassy area  at Frogner in Oslo,1535881,Therese,,Frogner,59.91376,10.70876,Private room,397,3,4,2014-06-29,0.06,5,168
1226982,Most exciting area in Oslo (modern/new building),5590487,Fredrik,,St. Hanshaugen,59.91741,10.75346,Entire home/apt,786,1,83,2019-02-12,5.07,1,139
1229105,"Paradise in Oslo, ideal for kids",4792671,Caroline & Christian,,Nordstrand,59.87669,10.75972,Entire home/apt,1996,3,8,2017-08-12,0.12,1,1
1231971,"Stylish & spacious, prime location!",6695846,Silje,,Gamle Oslo,59.90743,10.77523,Entire home/apt,1097,4,46,2018-09-21,0.67,1,364
1236006,"Etterstad, ten minutes by bus from Oslo centre",6738377,Liv,,Gamle Oslo,59.90939,10.79542,Entire home/apt,803,30,19,2017-08-17,0.34,1,90
1239077,Central penthouse (loft) apartment w sunny terrace,6751091,Rune,,Frogner,59.9152,10.7158,Entire home/apt,942,3,1,2018-08-20,0.16,1,327
1242994,Sentral 2-roms med sjarm og wifi,2060567,Caiila,,Gamle Oslo,59.9135,10.76505,Entire home/apt,1175,2,5,2018-07-20,0.11,1,0
1250723,"Oslo, Down Town, close to everythin",1616331,Anita,,St. Hanshaugen,59.91637,10.75433,Private room,423,1,388,2019-02-15,5.63,1,320
1254136,Modern Apartment Oslo West,6832502,Pål,,Vestre Aker,59.94273,10.7073,Entire home/apt,648,3,16,2015-10-24,0.24,1,0
1266245,Nice appt. Super location. Balcony.,3358580,Hanne Pernille,,Grünerløkka,59.92715,10.77611,Entire home/apt,700,1,10,2018-07-16,0.15,1,0
1269025,"Central, spacious & child friendly",6379978,Alexander,,St. Hanshaugen,59.93246,10.73237,Entire home/apt,847,3,28,2018-09-01,0.42,1,362
1281274,Comfortable upper floor in central villa,2793327,Rein,,Vestre Aker,59.93881,10.69905,Entire home/apt,752,30,0,,,2,169
1283780,Beautiful apartment in Grünerløkka,6480437,Gry,,Grünerløkka,59.92356,10.76207,Entire home/apt,752,2,34,2018-07-21,0.51,1,188
1284048,One bedroom - quiet and central,6985699,Atle,,Gamle Oslo,59.91346,10.78522,Entire home/apt,1002,2,0,,,1,344
1298743,Nice apartment with great location,7061919,Einar Espolin,,Frogner,59.92627,10.7271,Entire home/apt,769,3,67,2017-01-01,1.00,1,47
1304474,"Central, modern, spacious and quiet",6750279,John,,Sagene,59.92955,10.75065,Entire home/apt,950,3,25,2018-09-14,0.47,2,58
1306517,Charming apartment at Grûnerløkka,1877127,Tone,,Grünerløkka,59.92562,10.75804,Entire home/apt,1253,2,39,2018-09-06,0.58,1,199
1310319,Stylish flat in the embassy area,7121844,Line K.,,Frogner,59.92084,10.70539,Private room,700,1,201,2019-02-13,3.00,2,329
1335564,Central- cheap&chic!,7241303,Alberto,,Frogner,59.91542,10.71454,Private room,423,1,255,2019-02-15,3.81,1,317
1342358,Central loft - trendy Grünerlokka,7280460,Nina,,Grünerløkka,59.92791,10.76082,Private room,458,3,181,2019-02-10,2.71,2,0
1372566,Loft apartment near Bogstad Lake,7440206,Karen,,Vestre Aker,59.95937,10.6413,Entire home/apt,527,3,3,2016-08-07,0.05,1,0
1372955,Charming apartment at Løkka,43067,Anne Guro,,Grünerløkka,59.92029,10.76206,Entire home/apt,648,3,5,2018-06-02,0.08,1,304
1385388,Central- charming apt. with balcony,7496889,Sofia,,Gamle Oslo,59.91451,10.76509,Entire home/apt,898,2,10,2016-10-03,0.21,1,365
1398950,Room at central Røa,7555662,Robert,,Vestre Aker,59.94753,10.64747,Private room,397,1,6,2018-07-31,0.70,2,0
1427483,Great apartment central in Oslo,3156670,Marius,,St. Hanshaugen,59.9209,10.73739,Entire home/apt,700,3,23,2018-10-02,0.47,1,0
1437865,Welcome to our quiet Oslo retreat.,4370667,Henrik,,Nordstrand,59.88149,10.7776,Entire home/apt,803,3,48,2018-12-30,0.81,1,209
1459050,Modern design Bislet flat w balcony,584177,Marcus,,St. Hanshaugen,59.92997,10.73432,Entire home/apt,691,2,26,2018-08-26,0.39,1,354
1482144,Private room 20SqM/215SqFeet,7929577,Kjell Ruben,,St. Hanshaugen,59.92524,10.74534,Private room,579,2,0,,,1,0
1488671,Very central and newly renowated,7960854,Marte,,St. Hanshaugen,59.92232,10.73836,Entire home/apt,976,2,15,2017-06-17,0.25,1,0
1510844,Very Central & Amazing Views,7161238,Roger,,Gamle Oslo,59.91347,10.76707,Entire home/apt,1503,3,3,2018-08-02,0.42,1,0
1517362,Modern apartment over two floors with terrasse,8100916,Pia,,Sagene,59.93519,10.76296,Entire home/apt,1296,7,0,,,1,0
1525951,Majorstuen- new renovated apartment,8141989,Nicolas,,Frogner,59.92976,10.7183,Entire home/apt,441,1,123,2019-02-04,1.84,1,114
1534442,"Spring and blossom in Oslo, Norway?",8183131,Guro,,Gamle Oslo,59.91139,10.78486,Entire home/apt,2877,2,2,2014-08-01,0.03,1,365
1545653,"Central, balcony, 2 floors, close to train",8236930,Audun,,Frogner,59.9136,10.7237,Private room,354,1,41,2018-08-31,0.62,1,169
1551803,"Central, fresh & spaceous apartment",8264768,Tonje,,Ullern,59.92776,10.68421,Entire home/apt,898,2,46,2018-12-28,1.14,1,210
1563639,Room in upscale area of Oslo.,5173490,Jorun,,Frogner,59.91882,10.70152,Private room,346,21,114,2018-11-05,1.83,3,107
1563805,3 rooms for rent in a lovely house!,8320006,Else,,Nordre Aker,59.9536,10.79339,Private room,346,1,29,2019-02-15,0.44,3,332
1563835,Flat in upscale area of Oslo.,5173490,Jorun,,Frogner,59.91984,10.70073,Entire home/apt,527,30,11,2016-07-04,0.17,3,170
1564771,Central modern exclusive apartment,8323874,Olaf Johan,,Sagene,59.92987,10.75658,Entire home/apt,1253,1,299,2019-01-27,4.86,1,9
1570019,Where spies and diplomates lived!,6961904,Christoffer,,Nordre Aker,59.95987,10.79102,Private room,501,1,64,2017-06-17,0.96,1,365
1570505,Modern and central apartment in Oslo,8350639,Hans,,Grünerløkka,59.92117,10.7686,Entire home/apt,726,3,14,2018-09-23,0.22,1,37
1574090,Glaced balcony-retreat,8366924,Solvor,,Stovner,59.96004,10.9333,Private room,389,1,50,2018-06-03,0.84,1,89
1576836,Cozy flat in Central Oslo! Welcome!,8381942,Christoffer,,Gamle Oslo,59.90175,10.77362,Private room,328,2,105,2018-04-14,1.81,3,0
1577654,Bright & beautiful in classy area,8385729,Liv,,Frogner,59.92099,10.705,Entire home/apt,1201,2,97,2018-09-23,1.48,1,305
1577810,Private room in Oslo,6989525,Vincent,,St. Hanshaugen,59.92498,10.74279,Private room,449,1,0,,,1,24
1580805,Scandi family home / west Oslo,8408057,Annika,,Ullern,59.93053,10.68208,Entire home/apt,1002,5,2,2018-12-30,0.10,1,98
1581510,Private room with twinbed and private bathroom,8386425,Stig,,Gamle Oslo,59.91631,10.76287,Private room,501,2,113,2017-11-10,1.71,1,163
1593292,Quiet apt the in heart of trendy Grunerløkka,8310767,Milda,,Grünerløkka,59.92596,10.76082,Entire home/apt,803,2,0,,,2,0
1603920,Spacious apartment in great neighborhood,3721616,Mona,,Sagene,59.93912,10.7746,Entire home/apt,1287,7,3,2018-06-12,0.05,1,259
1615809,"Room in new apartment, Oslo Center",6472640,Sverre,,Grünerløkka,59.9263,10.75297,Private room,674,1,146,2017-05-09,2.20,1,0
1620816,Peasefull,8622134,Elisabeth,,Ullern,59.93431,10.6869,Entire home/apt,795,3,17,2019-01-07,0.26,1,362
1621186,Quiet surroundings & free parking.,8623497,May B,,Vestre Aker,59.94808,10.6622,Entire home/apt,821,2,35,2018-09-04,0.82,1,179
1625690,"""Oslo Delight"" (King suite)",8643819,Tony,,Gamle Oslo,59.9124,10.77457,Private room,1400,2,5,2015-05-19,0.08,2,365
1634777,Central and quiet embassyarea .,1535881,Therese,,Frogner,59.9194,10.6949,Private room,397,7,12,2018-06-14,0.18,5,352
1636807,Central Apartment in Oslo w/parking,8691925,Stine Magistad,,Grünerløkka,59.93077,10.76761,Entire home/apt,492,2,17,2016-06-14,0.26,1,0
1648688,Modern & charming 50 m2 apartment!,8746035,Emil,,Sagene,59.93441,10.76832,Entire home/apt,596,2,12,2018-05-31,0.18,1,0
1655474,Comfortable room in Oslo's West End,6282507,Woon,,St. Hanshaugen,59.93273,10.7266,Private room,596,3,2,2017-08-22,0.03,2,365
1667115,Lovely and central with balcony,135225,Cecilie,,Grünerløkka,59.91929,10.75147,Entire home/apt,959,10,109,2019-01-03,1.67,1,0
1694751,"Bright, spacious and central flat",8950043,Hege,,Gamle Oslo,59.9143,10.76269,Entire home/apt,1296,10,9,2014-08-30,0.14,1,0
1701229,Villa Mathildero to rent,8982596,Riikka,,Nordstrand,59.85107,10.787,Entire home/apt,3499,2,2,2017-04-09,0.05,1,0
1703190,"Modern,central in the heart of Oslo",8991467,Åsmund,,Grünerløkka,59.9269,10.75339,Entire home/apt,873,1,1,2015-06-04,0.02,1,240
1713078,Large Room in the heart of Oslo!,5703901,John Richard And Hilde,,St. Hanshaugen,59.91867,10.7507,Private room,648,1,408,2019-01-24,6.28,2,101
1719849,Cozy downtown with fire place and balcony,8669404,Jo,,Gamle Oslo,59.91511,10.76155,Entire home/apt,1002,6,24,2017-07-05,0.37,1,287
1731648,Lovely apartment at Tøyen,9122641,Anita & Pål,,Gamle Oslo,59.91145,10.7754,Entire home/apt,458,2,39,2019-01-13,0.60,1,0
1733735,"Charming, bright & central with balconies",8608376,Trine,,Frogner,59.92597,10.72029,Entire home/apt,1754,2,60,2018-08-22,0.94,2,364
1739398,colourful and creative apartement,9134148,Julie,,Sagene,59.94168,10.75278,Entire home/apt,700,2,1,2013-10-29,0.02,1,364
1748619,45 m2 apartment,9201535,Gard,,Sagene,59.94206,10.75878,Entire home/apt,501,4,4,2017-04-29,0.07,1,0
1752709,Charming room with your own balcony,8608376,Trine,,Frogner,59.92363,10.72054,Private room,674,2,32,2018-09-18,0.52,2,90
1758800,Spacious room in central loft apt.,8367162,Suzanne & Rodney,,Gamle Oslo,59.90597,10.76661,Private room,734,1,86,2018-08-15,1.50,1,0
1760403,Prime location w/ balcony & garden,425562,Johan,,St. Hanshaugen,59.93139,10.73918,Entire home/apt,864,30,1,2014-12-02,0.02,2,53
1763046,Comfortable bed next to the forest!,9267185,Veronica,,Østensjø,59.86421,10.83606,Private room,501,2,6,2015-07-06,0.10,1,362
1771222,Huge room * recommended * Vigeland Sculpture park,7121844,Line K.,,Frogner,59.91972,10.70484,Private room,501,1,147,2019-02-10,2.28,2,316
1803730,Quiet/double rom central/Oslo/near metro/Majorstua,1824435,Goga,,Frogner,59.93169,10.70961,Private room,397,1,67,2018-12-10,1.07,5,365
1808457,Cosy 4 rooms in quiet aera in Oslo,7012964,Jo,,Gamle Oslo,59.90623,10.78563,Entire home/apt,1149,3,29,2018-08-26,0.49,1,91
1810472,Great location w/ private terrace,9485309,Øystein,,Grünerløkka,59.92126,10.75162,Entire home/apt,700,2,54,2016-10-24,1.09,1,0
1836731,"Beautiful and cosy, central oslo ",1221776,Rannveig & Johan,,Sagene,59.93581,10.75422,Entire home/apt,855,2,120,2019-02-02,1.99,1,281
1846637,Flat in an old red wooden house ,9646593,Britta & Caren,,Vestre Aker,59.95631,10.69316,Entire home/apt,924,2,47,2019-01-28,0.94,1,259
1846977,Cosy loft in the heart of Oslo,9648187,Lia,,St. Hanshaugen,59.91467,10.75339,Private room,536,2,75,2019-02-10,1.16,1,51
1849845,Amazing view close to city center,7970793,Inga Marie,,Gamle Oslo,59.91591,10.77196,Private room,587,20,15,2017-06-11,0.24,2,0
1850416,"",9664326,Elise,,Frogner,59.91258,10.71319,Private room,449,2,0,,,1,47
1854836,Convenient in the best area of Oslo,709908,Greta,,Vestre Aker,59.94569,10.69894,Entire home/apt,795,3,9,2018-06-09,0.15,1,128
1860630,"Bright, charming and spacious :)",8491253,Vibeche,,St. Hanshaugen,59.93288,10.7333,Entire home/apt,994,2,8,2015-10-31,0.13,1,0
1878209,Opera Square Luxury Suite (Barcode),9519445,Christian,,Gamle Oslo,59.90824,10.75822,Entire home/apt,2497,5,1,2015-06-08,0.02,1,365
1889655,2 bedroom central spacious flat - Balcony - View,9826756,Joachim,,Nordstrand,59.90083,10.79525,Entire home/apt,1391,3,10,2017-11-06,0.16,1,168
1893826,Comfortable and central apartment ,9842668,Irina,,Gamle Oslo,59.91479,10.76845,Entire home/apt,1201,2,1,2015-09-26,0.02,3,0
1902067,PERFECT APARTMENT FOR 1-4 PEOPLE!,9873133,Erlend,,Frogner,59.92655,10.7301,Entire home/apt,1002,1,70,2015-07-22,1.12,1,0
1904314,Rooftop apartment downtown,9885740,Arne,,Gamle Oslo,59.9124,10.76383,Entire home/apt,1201,2,8,2018-06-17,0.18,1,346
1907766,"Big 5BR loft, 120 sqm, Grünerløkka, w/ terrace.",9900413,Anniken,,Grünerløkka,59.92677,10.76149,Entire home/apt,1797,3,2,2016-08-04,0.06,1,0
1915723,"Comfortable, spacious and homely apartment!",9935417,Marit & Paul,,Gamle Oslo,59.90942,10.77392,Entire home/apt,700,1,38,2018-08-19,0.64,1,4
1944730,YOUR home in central Oslo!,6211534,Daniel James,,St. Hanshaugen,59.91647,10.74738,Private room,752,1,153,2019-02-10,3.61,1,76
1953650,Cosy 3-rooms apart. in Oslo center,10067032,Kestas,,Gamle Oslo,59.91135,10.76155,Entire home/apt,778,1,254,2018-09-28,3.99,1,365
1955308,Studio loft in best neighborhood,7067444,Liv,,Frogner,59.92267,10.71873,Entire home/apt,898,2,18,2018-08-15,0.40,1,0
1968234,New flat with a fantastic view,6343586,Bente,,Grünerløkka,59.93056,10.78806,Entire home/apt,950,3,48,2018-09-16,0.83,1,194
1969573,Beautiful Upper Westside Apartment,1585650,Heidi,,Frogner,59.9204,10.70733,Entire home/apt,803,2,278,2019-02-12,4.46,1,263
